transaction_id,account_id,transaction_date,transaction_type,amount,currency
TXN00000832,ACCT000344,2025-03-02,Fee,3865.07,USD
TXN00000833,ACCT000059,2025-01-08,Payment,791.69,GBP
TXN00000834,ACCT000106,2025-10-05,Transfer,2572.73,USD
TXN00000835,ACCT000073,2025-12-27,Transfer,1595.83,USD
TXN00000836,ACCT000037,2025-06-09,Transfer,1227.9,GBP
TXN00000837,ACCT000026,2025-03-08,Fee,2705.18,USD
TXN00000838,ACCT000026,2025-02-24,Interest,4516.95,CAD
TXN00000839,ACCT000201,2025-04-02,Purchase,435.17,GBP
TXN00000840,ACCT000354,2025-12-25,Transfer,3149.21,CAD
TXN00000841,ACCT000171,2025-04-12,Transfer,1781.34,GBP
TXN00000842,ACCT000387,2025-08-27,Purchase,4868.54,GBP
TXN00000843,ACCT000358,2025-08-28,Payment,469.12,USD
TXN00000844,ACCT000330,2025-12-30,Interest,1555.41,CAD
TXN00000845,ACCT000115,2025-03-15,Interest,1162.31,GBP
TXN00000846,ACCT000201,2025-04-04,Fee,4564.74,USD
TXN00000847,ACCT000016,2025-02-03,Fee,2269.15,CAD
TXN00000848,ACCT000237,2025-03-29,Purchase,1760.45,USD
TXN00000849,ACCT000066,2025-09-18,Fee,3024.18,USD
TXN00000850,ACCT000055,2025-06-16,Interest,4088.68,GBP
TXN00000851,ACCT000273,2025-08-25,Purchase,3963.19,CAD
TXN00000852,ACCT000318,2025-05-05,Transfer,2070.14,GBP
TXN00000853,ACCT000197,2025-02-03,Payment,4869.59,USD
TXN00000854,ACCT000303,2025-08-09,Payment,4070.51,CAD
TXN00000855,ACCT000279,2025-12-22,Transfer,3937.7,USD
TXN00000856,ACCT000040,2025-12-31,Payment,3314.75,GBP
TXN00000857,ACCT000306,2025-08-26,Interest,576.04,USD
TXN00000858,ACCT000228,2025-04-01,Transfer,492.78,USD
TXN00000859,ACCT000056,2025-12-17,Interest,352.69,GBP
TXN00000860,ACCT000331,2025-12-05,Interest,1640.4,USD
TXN00000861,ACCT000072,2025-10-25,Purchase,1091.97,USD
TXN00000862,ACCT000232,2025-09-30,Payment,3306.1,USD
TXN00000863,ACCT000229,2025-04-11,Interest,3079.78,USD
TXN00000864,ACCT000348,2025-06-05,Fee,1502.18,CAD
TXN00000865,ACCT000299,2025-01-05,Fee,4951.49,GBP
TXN00000866,ACCT000066,2025-05-31,Transfer,2023.97,USD
TXN00000867,ACCT000028,2025-01-01,Fee,4505.87,GBP
TXN00000868,ACCT000145,2025-01-16,Fee,552.94,USD
TXN00000869,ACCT000202,2025-11-17,Interest,3512.6,USD
TXN00000870,ACCT000223,2025-10-07,Interest,2033.13,USD
TXN00000871,ACCT000097,2025-10-12,Payment,2376.98,CAD
TXN00000872,ACCT000079,2025-05-28,Fee,4200.61,USD
TXN00000873,ACCT000332,2025-01-09,Payment,62.96,USD
TXN00000874,ACCT000070,2025-02-13,Interest,3291.34,USD
TXN00000875,ACCT000357,2025-11-06,Interest,4301.46,CAD
TXN00000876,ACCT000261,2025-08-06,Transfer,903.09,GBP
TXN00000877,ACCT000116,2025-04-06,Interest,1926.65,CAD
TXN00000878,ACCT000256,2025-05-02,Transfer,42.11,GBP
TXN00000879,ACCT000280,2025-10-23,Fee,2057.13,USD
TXN00000880,ACCT000291,2025-09-05,Purchase,4891.28,USD
TXN00000881,ACCT000354,2025-02-10,Purchase,2903.44,USD
TXN00000882,ACCT000385,2025-05-24,Transfer,4917.98,CAD
TXN00000883,ACCT000313,2025-02-15,Transfer,395.78,USD
TXN00000884,ACCT000340,2025-12-09,Interest,3155.16,USD
TXN00000885,ACCT000160,2025-11-10,Transfer,3991.5,USD
TXN00000886,ACCT000006,2025-08-29,Fee,2677.49,CAD
TXN00000887,ACCT000294,2025-06-19,Transfer,4530.75,CAD
TXN00000888,ACCT000151,2025-05-29,Fee,4803.1,USD
TXN00000889,ACCT000306,2025-06-05,Purchase,3476.78,GBP
TXN00000890,ACCT000243,2025-10-24,Fee,311.78,USD
TXN00000891,ACCT000150,2025-11-16,Transfer,262.84,USD
TXN00000892,ACCT000065,2025-09-16,Fee,2426.38,USD
TXN00000893,ACCT000316,2025-05-24,Fee,1263.99,USD
TXN00000894,ACCT000058,2025-11-06,Fee,75.94,USD
TXN00000895,ACCT000338,2025-08-17,Transfer,3696.14,USD
TXN00000896,ACCT000359,2025-05-01,Payment,1309.96,CAD
TXN00000897,ACCT000017,2025-06-25,Payment,3997.86,USD
TXN00000898,ACCT000079,2025-09-11,Payment,2979.74,CAD
TXN00000899,ACCT000226,2025-11-23,Interest,1193.55,USD
TXN00000900,ACCT000177,2025-01-28,Payment,2890.9,USD
TXN00000901,ACCT000238,2025-07-24,Purchase,267.35,CAD
TXN00000902,ACCT000386,2025-09-30,Fee,2383.95,USD
TXN00000903,ACCT000200,2025-08-31,Interest,3419.13,USD
TXN00000904,ACCT000223,2025-01-07,Payment,2654.56,USD
TXN00000905,ACCT000162,2025-09-29,Interest,1913.11,USD
TXN00000906,ACCT000327,2025-07-01,Purchase,4588.97,CAD
TXN00000907,ACCT000140,2025-06-21,Transfer,4590.62,USD
TXN00000908,ACCT000131,2025-12-02,Fee,4012.57,GBP
TXN00000909,ACCT000346,2025-05-04,Interest,2308.24,GBP
TXN00000910,ACCT000347,2025-12-20,Payment,2602.16,USD
TXN00000911,ACCT000345,2025-01-05,Fee,2740.32,USD
TXN00000912,ACCT000269,2025-02-23,Purchase,2059.19,CAD
TXN00000913,ACCT000146,2025-05-09,Fee,1100.98,USD
TXN00000914,ACCT000048,2025-01-30,Purchase,123.38,GBP
TXN00000915,ACCT000327,2025-03-04,Payment,4752.69,USD
TXN00000916,ACCT000067,2025-07-12,Purchase,4282.92,GBP
TXN00000917,ACCT000357,2025-04-05,Payment,4480.53,USD
TXN00000918,ACCT000039,2025-11-24,Fee,2337.44,CAD
TXN00000919,ACCT000355,2025-12-08,Fee,3847.95,USD
TXN00000920,ACCT000038,2025-05-22,Fee,814.02,USD
TXN00000921,ACCT000031,2025-05-13,Interest,1946.01,USD
TXN00000922,ACCT000252,2025-04-13,Payment,2205.67,GBP
TXN00000923,ACCT000252,2025-02-25,Interest,896.32,USD
TXN00000924,ACCT000112,2025-11-11,Transfer,3844.69,USD
TXN00000925,ACCT000053,2025-01-18,Interest,3578.42,USD
TXN00000926,ACCT000129,2025-08-17,Purchase,2858.87,USD
TXN00000927,ACCT000328,2025-01-01,Interest,748.53,USD
TXN00000928,ACCT000359,2025-06-18,Interest,1335.85,CAD
TXN00000929,ACCT000363,2025-09-09,Transfer,23.5,CAD
TXN00000930,ACCT000373,2025-02-05,Interest,2022.54,GBP
TXN00000931,ACCT000353,2025-09-04,Payment,21.52,USD
TXN00000932,ACCT000184,2025-06-20,Transfer,2678.84,USD
TXN00000933,ACCT000332,2025-02-16,Interest,280.7,USD
TXN00000934,ACCT000175,2025-02-11,Transfer,4267.44,CAD
TXN00000935,ACCT000091,2025-10-11,Fee,3240.72,USD
TXN00000936,ACCT000154,2025-12-23,Interest,3305.37,CAD
TXN00000937,ACCT000184,2025-09-07,Purchase,3154.93,USD
TXN00000938,ACCT000072,2025-01-19,Interest,3677.94,USD
TXN00000939,ACCT000304,2025-05-03,Purchase,3600.1,CAD
TXN00000940,ACCT000277,2025-11-26,Interest,319.65,USD
TXN00000941,ACCT000231,2025-01-09,Interest,2672.03,USD
TXN00000942,ACCT000370,2025-01-22,Fee,284.99,CAD
TXN00000943,ACCT000335,2025-12-08,Purchase,1062.33,GBP
TXN00000944,ACCT000275,2025-03-18,Interest,4700.75,GBP
TXN00000945,ACCT000019,2025-03-14,Payment,4624.45,CAD
TXN00000946,ACCT000317,2025-01-24,Purchase,2358.74,USD
TXN00000947,ACCT000324,2025-01-26,Payment,76.75,USD
TXN00000948,ACCT000088,2025-10-30,Purchase,2283.64,USD
TXN00000949,ACCT000305,2025-11-12,Purchase,575.33,USD
TXN00000950,ACCT000219,2025-06-22,Purchase,4023.25,CAD
TXN00000951,ACCT000351,2025-10-22,Fee,608.41,GBP
TXN00000952,ACCT000110,2025-01-24,Payment,1611.34,GBP
TXN00000953,ACCT000062,2025-05-21,Payment,1680.84,USD
TXN00000954,ACCT000190,2025-10-11,Interest,844.41,USD
TXN00000955,ACCT000298,2025-01-21,Interest,1222.0,USD
TXN00000956,ACCT000324,2025-11-10,Purchase,3956.31,CAD
TXN00000957,ACCT000250,2025-02-11,Payment,83.07,USD
TXN00000958,ACCT000046,2025-12-28,Purchase,901.17,GBP
TXN00000959,ACCT000396,2025-09-01,Fee,2084.03,USD
TXN00000960,ACCT000139,2025-09-25,Payment,719.72,CAD
TXN00000961,ACCT000090,2025-11-09,Interest,1200.07,USD
TXN00000962,ACCT000256,2025-11-10,Transfer,904.1,USD
TXN00000963,ACCT000003,2025-10-13,Fee,1742.53,USD
TXN00000964,ACCT000272,2025-02-18,Payment,591.95,GBP
TXN00000965,ACCT000277,2025-09-17,Fee,4314.34,USD
TXN00000966,ACCT000338,2025-04-17,Interest,3852.8,USD
TXN00000967,ACCT000077,2025-12-17,Purchase,972.63,CAD
TXN00000968,ACCT000344,2025-01-23,Interest,885.74,USD
TXN00000969,ACCT000223,2025-05-09,Fee,1428.9,USD
TXN00000970,ACCT000389,2025-08-21,Transfer,4026.74,USD
TXN00000971,ACCT000276,2025-04-01,Purchase,3703.38,USD
TXN00000972,ACCT000060,2025-02-06,Purchase,2427.88,USD
TXN00000973,ACCT000167,2025-08-03,Interest,2965.57,USD
TXN00000974,ACCT000057,2025-06-16,Fee,1154.17,USD
TXN00000975,ACCT000212,2025-04-13,Purchase,1189.41,CAD
TXN00000976,ACCT000300,2025-09-06,Payment,372.28,USD
TXN00000977,ACCT000313,2025-08-21,Interest,728.98,USD
TXN00000978,ACCT000235,2025-04-10,Interest,1870.56,USD
TXN00000979,ACCT000066,2025-01-17,Fee,1015.04,GBP
TXN00000980,ACCT000057,2025-08-27,Purchase,1406.62,CAD
TXN00000981,ACCT000176,2025-04-23,Interest,860.15,USD
TXN00000982,ACCT000327,2025-11-10,Transfer,788.16,USD
TXN00000983,ACCT000118,2025-02-14,Transfer,4850.83,CAD
TXN00000984,ACCT000111,2025-10-30,Transfer,2448.62,CAD
TXN00000985,ACCT000374,2025-08-08,Interest,1399.46,USD
TXN00000986,ACCT000297,2025-04-24,Payment,1639.84,GBP
TXN00000987,ACCT000003,2025-08-02,Payment,4569.2,USD
TXN00000988,ACCT000376,2025-09-16,Purchase,4956.41,USD
TXN00000989,ACCT000246,2025-12-23,Interest,2657.95,USD
TXN00000990,ACCT000043,2025-10-13,Interest,2478.95,USD
TXN00000991,ACCT000068,2025-07-03,Interest,4749.92,USD
TXN00000992,ACCT000047,2025-01-09,Payment,3239.96,CAD
TXN00000993,ACCT000236,2025-10-20,Fee,813.21,GBP
TXN00000994,ACCT000238,2025-03-12,Purchase,4882.22,CAD
TXN00000995,ACCT000190,2025-11-17,Payment,3950.34,CAD
TXN00000996,ACCT000037,2025-07-17,Purchase,4302.61,USD
TXN00000997,ACCT000219,2025-05-19,Transfer,168.41,GBP
TXN00000998,ACCT000107,2025-12-17,Transfer,2878.27,USD
TXN00000999,ACCT000377,2025-01-29,Transfer,4404.83,GBP
TXN00001000,ACCT000057,2025-07-16,Fee,4440.45,USD
TXN00001001,ACCT000188,2025-07-07,Interest,3097.57,USD
TXN00001002,ACCT000288,2025-12-30,Transfer,3525.84,USD
TXN00001003,ACCT000123,2025-10-04,Payment,4906.35,USD
TXN00001004,ACCT000386,2025-10-25,Interest,3688.21,USD
TXN00001005,ACCT000137,2025-09-15,Payment,1605.72,CAD
TXN00001006,ACCT000191,2025-06-26,Fee,277.03,CAD
TXN00001007,ACCT000063,2025-08-29,Interest,2509.74,GBP
TXN00001008,ACCT000232,2025-11-14,Transfer,4497.76,USD
TXN00001009,ACCT000235,2025-02-14,Purchase,945.83,USD
TXN00001010,ACCT000148,2025-02-09,Interest,4490.24,USD
TXN00001011,ACCT000357,2025-03-17,Payment,1383.33,CAD
TXN00001012,ACCT000267,2025-11-18,Payment,4375.59,USD
TXN00001013,ACCT000350,2025-10-05,Fee,2085.6,USD
TXN00001014,ACCT000228,2025-11-27,Interest,1736.77,USD
TXN00001015,ACCT000012,2025-04-29,Fee,949.36,GBP
TXN00001016,ACCT000176,2025-12-02,Fee,2061.4,USD
TXN00001017,ACCT000357,2025-09-29,Interest,2968.82,GBP
TXN00001018,ACCT000291,2025-03-09,Interest,2292.75,USD
TXN00001019,ACCT000117,2025-09-05,Payment,3947.39,USD
TXN00001020,ACCT000025,2025-03-17,Fee,3849.9,USD
TXN00001021,ACCT000086,2025-11-13,Fee,2282.35,USD
TXN00001022,ACCT000090,2025-12-29,Transfer,1429.81,USD
TXN00001023,ACCT000022,2025-06-12,Payment,1193.34,GBP
TXN00001024,ACCT000190,2025-04-05,Payment,2207.24,USD
TXN00001025,ACCT000341,2025-06-12,Transfer,3537.14,USD
TXN00001026,ACCT000277,2025-03-25,Payment,1867.71,GBP
TXN00001027,ACCT000013,2025-07-27,Fee,611.84,CAD
TXN00001028,ACCT000164,2025-03-21,Payment,4739.21,USD
TXN00001029,ACCT000170,2025-11-28,Transfer,4878.13,USD
TXN00001030,ACCT000387,2025-10-21,Interest,4480.41,USD
TXN00001031,ACCT000227,2025-06-23,Transfer,3644.08,USD
TXN00001032,ACCT000072,2025-12-14,Interest,4501.37,GBP
TXN00001033,ACCT000206,2025-11-13,Purchase,1543.87,USD
TXN00001034,ACCT000168,2025-01-29,Interest,1790.18,GBP
TXN00001035,ACCT000114,2025-05-23,Payment,2919.24,USD
TXN00001036,ACCT000229,2025-12-13,Purchase,422.53,USD
TXN00001037,ACCT000252,2025-06-12,Transfer,1975.15,GBP
TXN00001038,ACCT000029,2025-12-08,Transfer,2560.22,USD
TXN00001039,ACCT000219,2025-07-09,Interest,743.99,CAD
TXN00001040,ACCT000177,2025-06-29,Fee,65.89,USD
TXN00001041,ACCT000045,2025-04-21,Interest,4372.14,CAD
TXN00001042,ACCT000148,2025-03-25,Interest,4019.41,CAD
TXN00001043,ACCT000301,2025-11-03,Interest,702.14,USD
TXN00001044,ACCT000244,2025-09-26,Payment,1042.88,USD
TXN00001045,ACCT000303,2025-07-12,Purchase,4666.1,USD
TXN00001046,ACCT000140,2025-08-01,Purchase,2050.26,USD
TXN00001047,ACCT000291,2025-03-12,Transfer,2313.29,USD
TXN00001048,ACCT000149,2025-10-11,Payment,4162.26,CAD
TXN00001049,ACCT000155,2025-10-27,Purchase,4114.88,USD
TXN00001050,ACCT000238,2025-04-25,Interest,2798.61,USD
TXN00001051,ACCT000154,2025-11-24,Purchase,774.35,CAD
TXN00001052,ACCT000148,2025-08-02,Purchase,3270.8,USD
TXN00001053,ACCT000331,2025-05-06,Interest,4534.43,USD
TXN00001054,ACCT000253,2025-02-04,Purchase,3824.77,GBP
TXN00001055,ACCT000290,2025-08-12,Fee,2907.42,USD
TXN00001056,ACCT000062,2025-07-11,Interest,4871.42,GBP
TXN00001057,ACCT000133,2025-03-25,Transfer,92.64,GBP
TXN00001058,ACCT000237,2025-12-21,Purchase,734.95,USD
TXN00001059,ACCT000140,2025-07-04,Fee,820.73,CAD
TXN00001060,ACCT000150,2025-09-29,Fee,248.33,USD
TXN00001061,ACCT000322,2025-04-04,Transfer,973.11,USD
TXN00001062,ACCT000279,2025-06-15,Transfer,3764.38,USD
TXN00001063,ACCT000358,2025-12-19,Fee,1360.94,USD
TXN00001064,ACCT000181,2025-03-15,Purchase,2674.43,USD
TXN00001065,ACCT000191,2025-09-06,Payment,2593.26,CAD
TXN00001066,ACCT000084,2025-02-22,Fee,4604.93,USD
TXN00001067,ACCT000097,2025-10-14,Payment,2519.4,GBP
TXN00001068,ACCT000365,2025-10-10,Transfer,4231.12,USD
TXN00001069,ACCT000040,2025-03-01,Interest,2305.15,USD
TXN00001070,ACCT000160,2025-12-20,Purchase,2400.19,USD
TXN00001071,ACCT000306,2025-09-25,Payment,4086.11,USD
TXN00001072,ACCT000015,2025-03-02,Payment,3550.92,USD
TXN00001073,ACCT000073,2025-12-19,Payment,4284.79,USD
TXN00001074,ACCT000067,2025-02-10,Fee,631.09,CAD
TXN00001075,ACCT000397,2025-09-05,Purchase,393.29,CAD
TXN00001076,ACCT000017,2025-12-04,Purchase,985.77,GBP
TXN00001077,ACCT000061,2025-05-10,Transfer,301.03,USD
TXN00001078,ACCT000006,2025-02-19,Purchase,1511.72,USD
TXN00001079,ACCT000103,2025-04-05,Transfer,1030.98,USD
TXN00001080,ACCT000383,2025-05-23,Purchase,458.44,GBP
TXN00001081,ACCT000257,2025-11-10,Fee,1764.26,USD
TXN00001082,ACCT000051,2025-10-24,Transfer,2853.33,USD
TXN00001083,ACCT000099,2025-05-25,Transfer,1088.91,USD
TXN00001084,ACCT000372,2025-02-20,Transfer,26.62,USD
TXN00001085,ACCT000244,2025-07-07,Transfer,4257.23,GBP
TXN00001086,ACCT000055,2025-04-03,Payment,2201.13,USD
TXN00001087,ACCT000264,2025-04-27,Interest,2123.34,CAD
TXN00001088,ACCT000161,2025-03-05,Purchase,3808.24,CAD
TXN00001089,ACCT000254,2025-07-04,Purchase,2601.04,USD
TXN00001090,ACCT000043,2025-06-17,Transfer,3612.07,CAD
TXN00001091,ACCT000234,2025-11-04,Purchase,1926.98,USD
TXN00001092,ACCT000209,2025-05-29,Interest,1133.24,CAD
TXN00001093,ACCT000244,2025-12-14,Payment,4284.58,USD
TXN00001094,ACCT000346,2025-09-09,Payment,68.87,USD
TXN00001095,ACCT000338,2025-12-13,Interest,2193.1,USD
TXN00001096,ACCT000206,2025-12-22,Purchase,721.12,GBP
TXN00001097,ACCT000087,2025-02-03,Purchase,3708.45,USD
TXN00001098,ACCT000305,2025-07-26,Payment,1696.47,USD
TXN00001099,ACCT000372,2025-09-13,Payment,4191.36,USD
TXN00001100,ACCT000388,2025-11-26,Transfer,2970.28,CAD
TXN00001101,ACCT000309,2025-07-27,Fee,2381.75,CAD
TXN00001102,ACCT000394,2025-08-21,Transfer,1398.06,USD
TXN00001103,ACCT000255,2025-04-29,Purchase,1257.2,USD
TXN00001104,ACCT000028,2025-02-04,Purchase,502.52,CAD
TXN00001105,ACCT000196,2025-11-06,Purchase,4860.5,USD
TXN00001106,ACCT000320,2025-02-19,Payment,1517.25,USD
TXN00001107,ACCT000239,2025-04-14,Transfer,3839.02,USD
TXN00001108,ACCT000134,2025-10-05,Interest,2453.8,USD
TXN00001109,ACCT000392,2025-01-17,Transfer,2735.37,CAD
TXN00001110,ACCT000162,2025-07-12,Purchase,1921.23,CAD
TXN00001111,ACCT000091,2025-10-13,Interest,184.73,USD
TXN00001112,ACCT000069,2025-06-09,Payment,2459.94,CAD
TXN00001113,ACCT000292,2025-12-12,Interest,3821.24,CAD
TXN00001114,ACCT000293,2025-08-29,Transfer,3428.44,CAD
TXN00001115,ACCT000260,2025-01-29,Transfer,4272.49,CAD
TXN00001116,ACCT000194,2025-11-12,Fee,2475.98,USD
TXN00001117,ACCT000015,2025-10-30,Fee,1605.81,USD
TXN00001118,ACCT000179,2025-10-26,Payment,4185.49,USD
TXN00001119,ACCT000220,2025-06-26,Fee,1905.96,USD
TXN00001120,ACCT000339,2025-05-06,Interest,1759.59,USD
TXN00001121,ACCT000304,2025-02-13,Payment,3242.17,USD
TXN00001122,ACCT000087,2025-01-11,Fee,576.78,GBP
TXN00001123,ACCT000337,2025-08-05,Fee,191.7,GBP
TXN00001124,ACCT000137,2025-01-11,Transfer,4507.54,CAD
TXN00001125,ACCT000163,2025-07-13,Transfer,116.07,GBP
TXN00001126,ACCT000051,2025-09-08,Interest,1615.49,USD
TXN00001127,ACCT000258,2025-12-08,Payment,1683.16,USD
TXN00001128,ACCT000187,2025-08-12,Payment,3076.07,USD
TXN00001129,ACCT000039,2025-10-02,Interest,3179.04,USD
TXN00001130,ACCT000153,2025-10-21,Fee,1329.45,CAD
TXN00001131,ACCT000048,2025-10-24,Payment,3124.74,USD
TXN00001132,ACCT000035,2025-10-18,Transfer,1687.51,GBP
TXN00001133,ACCT000178,2025-02-09,Interest,2138.39,USD
TXN00001134,ACCT000222,2025-12-06,Transfer,4021.61,GBP
TXN00001135,ACCT000206,2025-05-09,Fee,1004.38,GBP
TXN00001136,ACCT000391,2025-10-08,Transfer,2268.88,USD
TXN00001137,ACCT000265,2025-04-06,Purchase,3141.08,GBP
TXN00001138,ACCT000381,2025-08-28,Interest,1068.7,USD
TXN00001139,ACCT000394,2025-08-11,Transfer,4045.62,GBP
TXN00001140,ACCT000187,2025-08-25,Purchase,2613.74,USD
TXN00001141,ACCT000351,2025-06-03,Payment,756.61,CAD
TXN00001142,ACCT000033,2025-11-21,Interest,1596.67,USD
TXN00001143,ACCT000147,2025-11-27,Interest,1338.34,USD
TXN00001144,ACCT000121,2025-07-27,Fee,3435.84,USD
TXN00001145,ACCT000015,2025-05-06,Purchase,754.06,USD
TXN00001146,ACCT000224,2025-08-05,Interest,2429.48,USD
TXN00001147,ACCT000070,2025-01-15,Payment,801.0,USD
TXN00001148,ACCT000091,2025-11-26,Fee,3295.06,USD
TXN00001149,ACCT000029,2025-02-12,Interest,3912.26,USD
TXN00001150,ACCT000033,2025-07-28,Transfer,1493.41,USD
TXN00001151,ACCT000371,2025-03-13,Purchase,1987.49,USD
TXN00001152,ACCT000257,2025-03-03,Purchase,2857.01,GBP
TXN00001153,ACCT000269,2025-05-09,Transfer,4748.62,CAD
TXN00001154,ACCT000063,2025-06-10,Purchase,1194.19,USD
TXN00001155,ACCT000384,2025-05-01,Transfer,3687.5,CAD
TXN00001156,ACCT000090,2025-04-20,Payment,725.67,USD
TXN00001157,ACCT000302,2025-01-29,Interest,2044.84,CAD
TXN00001158,ACCT000058,2025-06-12,Transfer,1876.65,GBP
TXN00001159,ACCT000127,2025-05-23,Interest,2376.9,USD
TXN00001160,ACCT000189,2025-06-07,Fee,2378.73,USD
TXN00001161,ACCT000379,2025-12-06,Transfer,178.87,USD
TXN00001162,ACCT000197,2025-06-08,Payment,1268.65,USD
TXN00001163,ACCT000122,2025-08-15,Purchase,2676.88,CAD
TXN00001164,ACCT000202,2025-05-11,Purchase,4549.4,USD
TXN00001165,ACCT000388,2025-05-01,Purchase,4681.93,USD
TXN00001166,ACCT000083,2025-08-13,Payment,4297.79,USD
TXN00001167,ACCT000141,2025-02-11,Interest,3947.64,CAD
TXN00001168,ACCT000171,2025-08-05,Interest,3686.03,USD
TXN00001169,ACCT000260,2025-02-03,Payment,3493.92,USD
TXN00001170,ACCT000281,2025-06-17,Interest,3012.57,CAD
TXN00001171,ACCT000329,2025-11-25,Purchase,3811.07,USD
TXN00001172,ACCT000070,2025-01-02,Interest,3956.14,CAD
TXN00001173,ACCT000161,2025-10-22,Payment,3143.34,USD
TXN00001174,ACCT000265,2025-11-29,Purchase,793.32,USD
TXN00001175,ACCT000164,2025-08-20,Transfer,3430.34,CAD
TXN00001176,ACCT000352,2025-10-31,Payment,1307.1,USD
TXN00001177,ACCT000213,2025-07-08,Fee,997.33,USD
TXN00001178,ACCT000293,2025-04-25,Interest,4382.57,USD
TXN00001179,ACCT000332,2025-11-10,Purchase,4615.95,USD
TXN00001180,ACCT000102,2025-05-15,Purchase,4870.77,USD
TXN00001181,ACCT000220,2025-11-04,Purchase,2008.17,USD
TXN00001182,ACCT000189,2025-03-29,Payment,449.86,GBP
TXN00001183,ACCT000270,2025-08-11,Purchase,75.5,CAD
TXN00001184,ACCT000366,2025-04-15,Interest,596.97,USD
TXN00001185,ACCT000254,2025-07-15,Fee,1443.37,USD
TXN00001186,ACCT000308,2025-04-21,Interest,4282.41,USD
TXN00001187,ACCT000210,2025-03-16,Payment,2094.56,USD
TXN00001188,ACCT000121,2025-11-13,Fee,4880.76,CAD
TXN00001189,ACCT000351,2025-11-28,Payment,1851.34,CAD
TXN00001190,ACCT000069,2025-06-15,Purchase,56.55,CAD
TXN00001191,ACCT000363,2025-08-05,Payment,3568.11,GBP
TXN00001192,ACCT000286,2025-01-31,Fee,369.91,USD
TXN00001193,ACCT000242,2025-07-01,Fee,4655.67,GBP
TXN00001194,ACCT000024,2025-01-03,Transfer,3549.28,USD
TXN00001195,ACCT000155,2025-07-22,Transfer,3100.19,USD
TXN00001196,ACCT000287,2025-01-22,Payment,4840.45,GBP
TXN00001197,ACCT000258,2025-09-10,Payment,1305.16,USD
TXN00001198,ACCT000163,2025-12-30,Interest,663.94,GBP
TXN00001199,ACCT000060,2025-06-10,Interest,713.27,USD
TXN00001200,ACCT000144,2025-07-04,Payment,2498.56,CAD
TXN00001201,ACCT000135,2025-11-10,Fee,4514.45,USD
TXN00001202,ACCT000085,2025-06-11,Transfer,1568.49,CAD
TXN00001203,ACCT000337,2025-11-22,Payment,2780.6,CAD
TXN00001204,ACCT000028,2025-04-28,Purchase,948.66,USD
TXN00001205,ACCT000084,2025-12-28,Purchase,2353.89,CAD
TXN00001206,ACCT000254,2025-01-21,Interest,584.54,CAD
TXN00001207,ACCT000288,2025-09-06,Fee,4944.15,CAD
TXN00001208,ACCT000369,2025-03-17,Interest,566.89,USD
TXN00001209,ACCT000146,2025-04-03,Fee,472.42,USD
TXN00001210,ACCT000289,2025-12-06,Transfer,4113.75,GBP
TXN00001211,ACCT000003,2025-09-27,Payment,2919.82,GBP
TXN00001212,ACCT000040,2025-05-07,Payment,2085.01,CAD
TXN00001213,ACCT000014,2025-05-26,Purchase,4437.4,USD
TXN00001214,ACCT000055,2025-06-15,Interest,1870.92,USD
TXN00001215,ACCT000363,2025-12-04,Purchase,409.91,CAD
TXN00001216,ACCT000138,2025-11-01,Interest,3143.64,USD
TXN00001217,ACCT000336,2025-11-15,Fee,4849.0,CAD
TXN00001218,ACCT000376,2025-10-19,Fee,4737.35,USD
TXN00001219,ACCT000330,2025-05-25,Payment,4317.08,USD
TXN00001220,ACCT000281,2025-11-05,Purchase,3720.28,CAD
TXN00001221,ACCT000092,2025-05-03,Purchase,1997.3,CAD
TXN00001222,ACCT000107,2025-03-25,Purchase,107.46,CAD
TXN00001223,ACCT000386,2025-12-01,Interest,1428.25,USD
TXN00001224,ACCT000222,2025-06-08,Purchase,1496.24,GBP
TXN00001225,ACCT000050,2025-07-08,Payment,1798.43,GBP
TXN00001226,ACCT000199,2025-09-01,Payment,2450.67,USD
TXN00001227,ACCT000047,2025-08-05,Transfer,3003.7,USD
TXN00001228,ACCT000323,2025-08-07,Transfer,935.85,USD
TXN00001229,ACCT000238,2025-12-13,Purchase,2569.14,USD
TXN00001230,ACCT000270,2025-11-19,Payment,4653.68,GBP
TXN00001231,ACCT000224,2025-02-10,Purchase,1457.06,CAD
TXN00001232,ACCT000066,2025-12-17,Fee,747.29,USD
TXN00001233,ACCT000152,2025-10-19,Payment,2617.84,USD
TXN00001234,ACCT000024,2025-09-20,Transfer,387.28,USD
TXN00001235,ACCT000049,2025-08-26,Transfer,2127.44,GBP
TXN00001236,ACCT000300,2025-02-11,Fee,1780.51,GBP
TXN00001237,ACCT000339,2025-08-25,Purchase,574.11,USD
TXN00001238,ACCT000024,2025-02-12,Payment,4215.33,CAD
TXN00001239,ACCT000371,2025-08-21,Fee,1573.16,CAD
TXN00001240,ACCT000175,2025-04-06,Transfer,4040.13,USD
TXN00001241,ACCT000310,2025-05-13,Payment,395.71,USD
TXN00001242,ACCT000003,2025-07-22,Interest,2674.21,USD
TXN00001243,ACCT000245,2025-08-24,Purchase,862.82,CAD
TXN00001244,ACCT000156,2025-11-13,Transfer,3630.93,GBP
TXN00001245,ACCT000354,2025-12-12,Fee,3454.86,CAD
TXN00001246,ACCT000070,2025-01-08,Fee,442.74,USD
TXN00001247,ACCT000357,2025-04-07,Purchase,4080.76,USD
